datetime,open,high,low,close,volume,kline_status,raw_fractal,candidate_display,valid_fractal
2025-10-31,40.12,40.41,39.84,40.33,56476451.0,TREND_DOWN,,Tc,
2025-11-03,40.22,40.36,39.81,40.01,33118777.0,TREND_DOWN,,,
2025-11-04,39.89,40.03,39.7,39.85,31695677.0,TREND_DOWN,,,
2025-11-05,39.7,39.75,39.46,39.63,26766588.0,TREND_DOWN,BOTTOM,,
2025-11-06,39.59,40.08,39.51,40.03,35474712.0,TREND_UP,,Bc,
2025-11-07,39.91,40.28,39.83,39.98,29677959.0,TREND_UP,,,
2025-11-10,40.0,40.87,39.84,40.8,36248092.0,TREND_UP,,,
2025-11-11,40.8,40.94,40.41,40.51,23064740.0,TREND_UP,TOP,,
2025-11-14,40.51,40.58,40.2,40.29,17701677.0,TREND_DOWN_(M),,Tc,
2025-11-17,40.29,40.29,39.71,39.76,26566037.0,TREND_DOWN,,,
2025-11-19,39.71,39.83,39.52,39.68,17491748.0,TREND_DOWN_(M),,,
2025-11-20,39.67,39.86,39.6,39.63,16704416.0,TREND_UP,TOP,,
2025-11-21,39.24,39.63,38.8,39.11,36992609.0,TREND_DOWN,,Tc,
2025-11-24,39.11,39.41,38.75,39.41,21141004.0,TREND_DOWN,,,
2025-11-25,39.27,39.5,39.13,39.25,17137277.0,TREND_UP,,,
2025-11-26,39.22,39.38,39.06,39.25,21343949.0,TREND_DOWN,,,
2025-11-27,39.17,39.23,38.79,38.79,25672245.0,TREND_DOWN,,,
2025-11-28,38.68,38.74,38.33,38.37,28768564.0,TREND_DOWN,,,
2025-12-02,38.3,38.41,37.91,37.91,26106105.0,TREND_DOWN_(M),,,
2025-12-03,37.81,38.09,37.8,38.0,17930753.0,TREND_DOWN,,,
2025-12-04,37.98,38.0,37.67,37.86,14712261.0,TREND_DOWN,BOTTOM,,
2025-12-05,37.84,38.22,37.83,38.22,18283774.0,TREND_UP,,Bc,
2025-12-08,38.3,38.34,38.02,38.08,19098200.0,TREND_UP,TOP,,
2025-12-09,38.08,38.1,37.5,37.51,26899617.0,TREND_DOWN,,Tc,
2025-12-12,37.41,37.48,37.03,37.43,22401800.0,TREND_DOWN_(M),BOTTOM,,
2025-12-16,37.2,37.79,37.2,37.63,18823420.0,TREND_UP_(M),,Bc,
2025-12-17,37.51,38.08,37.46,37.93,27945640.0,TREND_UP,,,
2025-12-18,37.81,38.29,37.76,38.19,22410524.0,TREND_UP,,,
2025-12-22,38.2,38.37,37.92,38.31,28798538.0,TREND_UP_(M),,,
2025-12-23,38.32,38.49,38.2,38.27,16697871.0,TREND_UP,TOP,,
2025-12-24,38.23,38.36,38.08,38.19,11805699.0,TREND_DOWN,BOTTOM,Tc,
2025-12-25,38.26,38.49,38.21,38.28,13579190.0,TREND_UP,,Bc,
2025-12-26,38.28,38.62,38.23,38.49,18400221.0,TREND_UP,,,
2025-12-29,38.42,38.73,38.32,38.63,22505845.0,TREND_UP,,,
